Source;Target;Weight
6048;13040;0.0
6048;13147;0.0
6048;13303;75.0
6048;13336;100.0
6048;13577;0.0
6048;13810;0.0
6048;13895;0.0
6048;13938;0.0
6048;14226;0.0
6048;14341;0.0
6048;14832;0.0
6048;1552;0.0
6048;15624;0.0
6048;15866;0.0
6048;16185;100.0
6048;16518;0.0
6048;1835;0.0
6048;2254;0.0
6048;2580;0.0
6048;270;0.0
6048;2917;0.0
6048;2934;0.0
6048;3739;100.0
6048;43;0.0
6048;4533;0.0
6048;4535;0.0
6048;5141;0.0
6048;5544;0.0
6048;5835;0.0
6048;6246;0.0
6048;6339;0.0
6048;7211;100.0
6048;7648;0.0
6048;7855;0.0
6048;8628;0.0
6048;8899;0.0
6048;9152;0.0
6048;9227;0.0
6049;10223;100.0
6049;13336;100.0
6049;16185;100.0
6049;3739;100.0
6049;7211;100.0
6050;10223;100.0
6050;13336;100.0
6050;16185;100.0
6050;3739;100.0
6050;7211;100.0
6051;10223;100.0
6051;13336;100.0
6051;16185;100.0
6051;3739;100.0
6051;7211;100.0
6052;13336;100.0
6052;16185;100.0
6052;3739;100.0
6052;7211;100.0
6053;13336;100.0
6053;16185;100.0
6053;3739;100.0
6053;7211;100.0
6054;10223;100.0
6054;13336;100.0
6054;16185;100.0
6054;3739;100.0
6054;7211;100.0
6055;13267;100.0
6055;13336;100.0
6055;16185;100.0
6055;3739;100.0
6055;7211;100.0
6057;10223;100.0
6057;13336;100.0
6057;1600;0.0
6057;16185;100.0
6057;3739;100.0
6057;7211;100.0
6059;13267;100.0
6059;13336;100.0
6059;16185;100.0
6059;3739;100.0
6059;7211;100.0
6060;13267;100.0
6060;13336;100.0
6060;16185;100.0
6060;3739;100.0
6060;7211;100.0
6061;10223;100.0
6061;13336;100.0
6061;16185;100.0
6061;3739;100.0
6061;7211;100.0
6062;10223;100.0
6062;13336;100.0
6062;16185;100.0
6062;3739;100.0
6062;7211;100.0
6063;10223;100.0
6063;13336;100.0
6063;16185;100.0
6063;3739;100.0
6063;7211;100.0
6064;13336;100.0
6064;16185;100.0
6064;3739;100.0
6064;7211;100.0
6065;13267;100.0
6065;13336;100.0
6065;16185;100.0
6065;3739;100.0
6065;7211;100.0
6066;10223;100.0
6066;13336;100.0
6066;16185;100.0
6066;3739;100.0
6066;7211;100.0
6067;13267;100.0
6067;13336;100.0
6067;16185;100.0
6067;3739;100.0
6067;7211;100.0
6068;13267;100.0
6068;13336;100.0
6068;16185;100.0
6068;3739;100.0
6068;7211;100.0
6069;13336;100.0
6069;16185;100.0
6069;3739;100.0
6069;7211;100.0
6070;13336;100.0
6070;16185;100.0
6070;3739;100.0
6070;7211;100.0
6071;10223;100.0
6071;13336;100.0
6071;16185;100.0
6071;2214;10.0
6071;3739;100.0
6071;7211;100.0
6071;9543;10.0
6072;13336;100.0
6072;16185;100.0
6072;3739;100.0
6072;7211;100.0
6073;13267;100.0
6073;13336;100.0
6073;16185;100.0
6073;3739;100.0
6073;7211;100.0
6074;10223;100.0
6074;13336;100.0
6074;16185;100.0
6074;3739;100.0
6074;7211;100.0
6075;10223;100.0
6075;13336;100.0
6075;16185;100.0
6075;3739;100.0
6075;7211;100.0
6076;13336;100.0
6076;16185;100.0
6076;3739;100.0
6076;7211;100.0
6077;13267;100.0
6077;13336;100.0
6077;16185;100.0
6077;3739;100.0
6077;7211;100.0
6078;13336;100.0
6078;16185;100.0
6078;3739;100.0
6078;7211;100.0
6079;10223;100.0
6079;13336;100.0
6079;16185;100.0
6079;3739;100.0
6079;7211;100.0
6080;10010;0.0
6080;10223;100.0
6080;11477;0.0
6080;13336;100.0
6080;16185;100.0
6080;3739;100.0
6080;7211;100.0
6081;13267;100.0
6081;13336;100.0
6081;16185;100.0
6081;3739;100.0
6081;7211;100.0
6082;10223;100.0
6082;13336;100.0
6082;16185;100.0
6082;3739;100.0
6082;7211;100.0
6083;1058;100.0
6083;13336;100.0
6083;16185;100.0
6083;3739;100.0
6083;7211;100.0
6085;13267;100.0
6085;13336;100.0
6085;16185;100.0
6085;3739;100.0
6085;7211;100.0
6086;13267;100.0
6086;13336;100.0
6086;16185;100.0
6086;3739;100.0
6086;7211;100.0
6087;10223;100.0
6087;11988;10.0
6087;13165;10.0
6087;13336;100.0
6087;15232;10.0
6087;15469;20.0
6087;16185;100.0
6087;16328;10.0
6087;3739;100.0
6087;4179;10.0
6087;7211;100.0
6087;7420;10.0
6088;10223;100.0
6088;13336;100.0
6088;16185;100.0
6088;3739;100.0
6088;7211;100.0
6089;13336;100.0
6089;16185;100.0
6089;3739;100.0
6089;7211;100.0
6090;13336;100.0
6090;16185;100.0
6090;3739;100.0
6090;7211;100.0
6091;10223;100.0
6091;13336;100.0
6091;16185;100.0
6091;3739;100.0
6091;7211;100.0
6092;10223;100.0
6092;13336;100.0
6092;16185;100.0
6092;3739;100.0
6092;7211;100.0
6093;13336;100.0
6093;16185;100.0
6093;3739;100.0
6093;7211;100.0
6094;12305;75.0
6094;13267;100.0
6094;13336;100.0
6094;16185;100.0
6094;242;75.0
6094;2576;75.0
6094;3411;75.0
6094;3517;75.0
6094;3739;100.0
6094;7211;100.0
6094;7663;75.0
6095;10223;100.0
6095;11645;0.0
6095;1188;0.0
6095;11894;0.0
6095;1260;0.0
6095;13110;0.0
6095;13336;100.0
6095;16185;100.0
6095;3739;100.0
6095;4687;0.0
6095;5511;0.0
6095;5885;0.0
6095;6075;0.0
6095;7211;100.0
6095;892;0.0
6095;8997;0.0
6096;10223;100.0
6096;13336;100.0
6096;16185;100.0
6096;3739;100.0
6096;7211;100.0
6097;10223;100.0
6097;12618;10.0
6097;13336;100.0
6097;16185;100.0
6097;3739;100.0
6097;7211;100.0
6098;13267;100.0
6098;13336;100.0
6098;16185;100.0
6098;3739;100.0
6098;7211;100.0
6100;11719;25.0
6100;11992;40.0
6100;12728;-20.0
6100;13267;100.0
6100;13336;100.0
6100;13657;-10.0
6100;14876;50.0
6100;16185;100.0
6100;2045;-40.0
6100;223;20.0
6100;2463;75.0
6100;3413;75.0
6100;3739;100.0
6100;4709;75.0
6100;5218;-75.0
6100;5582;80.0
6100;7211;100.0
6100;829;-5.0
6101;13336;100.0
6101;16185;100.0
6101;3739;100.0
6101;7211;100.0
6102;13267;100.0
6102;13336;100.0
6102;16185;100.0
6102;3739;100.0
6102;7211;100.0
6103;10223;100.0
6103;10473;0.0
6103;10716;0.0
6103;11582;0.0
6103;12590;1.0
6103;13055;0.0
6103;13336;100.0
6103;15497;0.0
6103;1594;0.0
6103;16123;0.0
6103;16185;100.0
6103;16328;0.0
6103;354;0.0
6103;3739;100.0
6103;3749;0.0
6103;3978;0.0
6103;5364;0.0
6103;5947;0.0
6103;6057;0.0
6103;7211;100.0
6103;8789;0.0
6103;886;0.0
6103;9773;0.0
6104;13336;100.0
6104;16185;100.0
6104;3739;100.0
6104;7211;100.0
6105;13267;100.0
6105;13336;100.0
6105;16185;100.0
6105;3739;100.0
6105;7211;100.0
6106;10223;100.0
6106;13336;100.0
6106;16185;100.0
6106;3739;100.0
6106;7211;100.0
6107;13336;100.0
6107;16185;100.0
6107;3739;100.0
6107;7211;100.0
6108;10223;100.0
6108;13336;100.0
6108;16185;100.0
6108;3739;100.0
6108;7211;100.0
6109;13267;100.0
6109;13336;100.0
6109;16185;100.0
6109;3739;100.0
6109;7211;100.0
6110;13267;100.0
6110;13336;100.0
6110;16185;100.0
6110;3739;100.0
6110;7211;100.0
6111;10223;100.0
6111;13336;100.0
6111;16185;100.0
6111;3739;100.0
6111;7211;100.0
6112;13267;100.0
6112;13336;100.0
6112;16185;100.0
6112;3739;100.0
6112;7211;100.0
6113;10223;100.0
6113;13336;100.0
6113;16185;100.0
6113;3739;100.0
6113;7211;100.0
6114;13267;100.0
6114;13336;100.0
6114;16185;100.0
6114;3739;100.0
6114;7211;100.0
6115;10684;100.0
6115;16185;100.0
6115;3495;10.0
6115;7211;100.0
6115;9318;10.0
6116;13336;100.0
6116;16185;100.0
6116;3739;100.0
6116;7211;100.0
6117;10223;100.0
6117;13336;100.0
6117;16185;100.0
6117;1773;10.0
6117;3739;100.0
6117;7211;100.0
6118;13267;100.0
6118;13336;100.0
6118;16185;100.0
6118;3739;100.0
6118;7211;100.0
6119;13267;100.0
6119;13336;100.0
6119;16185;100.0
6119;3739;100.0
6119;7211;100.0
6120;13336;100.0
6120;16185;100.0
6120;3739;100.0
6120;7211;100.0
6122;13336;100.0
6122;16185;100.0
6122;3739;100.0
6122;7211;100.0
6123;10223;100.0
6123;13336;100.0
6123;16185;100.0
6123;3739;100.0
6123;7211;100.0
6124;13267;100.0
6124;13336;100.0
6124;16185;100.0
6124;3739;100.0
6124;7211;100.0
6127;13267;100.0
6127;13336;100.0
6127;16185;100.0
6127;3739;100.0
6127;7211;100.0
6128;10223;100.0
6128;13336;100.0
6128;16185;100.0
6128;3739;100.0
6128;7211;100.0
6129;13250;50.0
6129;13336;100.0
6129;16185;100.0
6129;1686;100.0
6129;3739;100.0
6129;7211;100.0
6130;13267;100.0
6130;13336;100.0
6130;16185;100.0
6130;3739;100.0
6130;7211;100.0
6130;8169;30.0
6131;13336;100.0
6131;16185;100.0
6131;3739;100.0
6131;7211;100.0
6132;10223;100.0
6132;13336;100.0
6132;16185;100.0
6132;3739;100.0
6132;7211;100.0
6133;10223;100.0
6133;13336;100.0
6133;16185;100.0
6133;3739;100.0
6133;7211;100.0
6134;10223;100.0
6134;13336;100.0
6134;16185;100.0
6134;3739;100.0
6134;7211;100.0
6135;13336;100.0
6135;16185;100.0
6135;3739;100.0
6135;7211;100.0
6136;13336;100.0
6136;16185;100.0
6136;3739;100.0
6136;7211;100.0
6137;13336;100.0
6137;16185;100.0
6137;3739;100.0
6137;7211;100.0
6138;10223;100.0
6138;13336;100.0
6138;16185;100.0
6138;3739;100.0
6138;7211;100.0
6139;13267;100.0
6139;13336;100.0
6139;16185;100.0
6139;3739;100.0
6139;7211;100.0
6140;10223;100.0
6140;13336;100.0
6140;16185;100.0
6140;3739;100.0
6140;7211;100.0
6141;10223;100.0
6141;1092;0.0
6141;12706;0.0
6141;12762;0.0
6141;13336;100.0
6141;16185;100.0
6141;33;0.0
6141;3739;100.0
6141;4149;0.0
6141;4294;0.0
6141;5079;0.0
6141;7211;100.0
6141;7760;0.0
6141;8589;0.0
6142;10;0.0
6142;10013;0.0
6142;1003;0.0
6142;10055;0.0
6142;10106;0.0
6142;10134;0.0
6142;10207;0.0
6142;10223;100.0
6142;10231;0.0
6142;10247;0.0
6142;1031;0.0
6142;10420;0.0
6142;10449;0.0
6142;10507;0.0
6142;10532;0.0
6142;10562;0.0
6142;10563;0.0
6142;10587;0.0
6142;10716;0.0
6142;10725;0.0
6142;10779;0.0
6142;10883;0.0
6142;10897;0.0
6142;10922;0.0
6142;11;0.0
6142;11004;0.0
6142;11071;0.0
6142;11103;0.0
6142;11126;0.0
6142;11131;0.0
6142;11158;0.0
6142;11168;0.0
6142;11282;0.0
6142;11325;0.0
6142;11329;0.0
6142;1134;0.0
6142;1135;0.0
6142;11371;0.0
6142;11427;0.0
6142;11513;0.0
6142;11525;0.0
6142;11543;0.0
6142;11582;0.0
6142;11613;0.0
6142;1168;0.0
6142;11776;0.0
6142;11789;0.0
6142;11799;0.0
6142;11860;0.0
6142;119;0.0
6142;11926;0.0
6142;12139;0.0
6142;12145;0.0
6142;12162;100.0
6142;12188;0.0
6142;12209;0.0
6142;12236;0.0
6142;12358;0.0
6142;12368;0.0
6142;12376;0.0
6142;12404;0.0
6142;12429;0.0
6142;12434;0.0
6142;12452;0.0
6142;12454;0.0
6142;12502;0.0
6142;12519;0.0
6142;12533;0.0
6142;12572;0.0
6142;12619;0.0
6142;12692;0.0
6142;1278;0.0
6142;12822;0.0
6142;12823;0.0
6142;12831;0.0
6142;12838;0.0
6142;12937;0.0
6142;1295;0.0
6142;12963;0.0
6142;13035;0.0
6142;13051;0.0
6142;13073;0.0
6142;13093;0.0
6142;13132;0.0
6142;13165;0.0
6142;13181;0.0
6142;13193;0.0
6142;13317;0.0
6142;13331;0.0
6142;13336;100.0
6142;13337;0.0
6142;13351;0.0
6142;13362;0.0
6142;13454;0.0
6142;13517;0.0
6142;13530;0.0
6142;13549;0.0
6142;13551;0.0
6142;13603;0.0
6142;13634;0.0
6142;13640;0.0
6142;13648;0.0
6142;13694;0.0
6142;13718;0.0
6142;13787;0.0
6142;138;0.0
6142;13803;0.0
6142;13889;0.0
6142;13907;0.0
6142;13931;0.0
6142;13944;0.0
6142;14017;0.0
6142;14031;0.0
6142;1406;0.0
6142;14068;0.0
6142;14078;0.0
6142;14081;0.0
6142;14122;0.0
6142;14123;0.0
6142;1417;0.0
6142;14308;0.0
6142;14404;0.0
6142;14460;0.0
6142;14481;0.0
6142;14553;0.0
6142;14565;0.0
6142;14571;0.0
6142;1460;0.0
6142;14687;0.0
6142;14704;0.0
6142;14737;0.0
6142;14742;0.0
6142;14757;0.0
6142;14793;0.0
6142;14799;0.0
6142;14800;0.0
6142;14808;0.0
6142;14844;0.0
6142;14938;0.0
6142;1499;0.0
6142;15016;0.0
6142;15067;0.0
6142;15100;0.0
6142;15183;0.0
6142;15258;0.0
6142;15259;0.0
6142;15273;0.0
6142;15303;0.0
6142;15311;0.0
6142;15379;0.0
6142;15456;0.0
6142;15471;0.0
6142;15493;0.0
6142;15534;0.0
6142;15544;0.0
6142;15551;0.0
6142;15592;0.0
6142;15621;0.0
6142;15728;0.0
6142;15746;0.0
6142;15848;0.0
6142;1585;0.0
6142;1590;0.0
6142;15910;0.0
6142;16022;99.0
6142;16044;0.0
6142;16059;0.0
6142;16062;0.0
6142;16111;0.0
6142;16167;0.0
6142;16185;100.0
6142;16274;0.0
6142;16319;0.0
6142;16328;0.0
6142;16463;0.0
6142;16504;0.0
6142;16525;0.0
6142;16543;0.0
6142;16554;0.0
6142;16556;0.0
6142;16586;0.0
6142;16642;0.0
6142;172;0.0
6142;1756;0.0
6142;1774;0.0
6142;1881;0.0
6142;1887;0.0
6142;1916;0.0
6142;1925;0.0
6142;195;0.0
6142;1979;0.0
6142;1980;0.0
6142;1994;0.0
6142;2019;0.0
6142;2059;0.0
6142;216;0.0
6142;2203;0.0
6142;2221;0.0
6142;2252;0.0
6142;2334;0.0
6142;2361;0.0
6142;2451;0.0
6142;2472;0.0
6142;2483;0.0
6142;2489;0.0
6142;2501;0.0
6142;2507;0.0
6142;2542;0.0
6142;2590;0.0
6142;2612;0.0
6142;2625;0.0
6142;2724;0.0
6142;2745;0.0
6142;2770;0.0
6142;2825;0.0
6142;2869;0.0
6142;2916;0.0
6142;301;0.0
6142;3014;0.0
6142;3051;0.0
6142;3107;0.0
6142;3214;0.0
6142;3231;0.0
6142;3236;0.0
6142;3278;0.0
6142;3283;0.0
6142;329;0.0
6142;3309;0.0
6142;3369;0.0
6142;337;0.0
6142;3382;0.0
6142;3383;0.0
6142;3437;0.0
6142;3490;0.0
6142;3526;0.0
6142;3537;0.0
6142;354;0.0
6142;3545;0.0
6142;3549;0.0
6142;3568;0.0
6142;3726;0.0
6142;3739;100.0
6142;3749;0.0
6142;3768;0.0
6142;3883;0.0
6142;3889;0.0
6142;39;0.0
6142;393;0.0
6142;3951;0.0
6142;3983;0.0
6142;4021;0.0
6142;4053;0.0
6142;4057;0.0
6142;4079;0.0
6142;4153;0.0
6142;4177;0.0
6142;428;0.0
6142;4289;0.0
6142;4312;0.0
6142;4360;0.0
6142;4363;0.0
6142;4379;0.0
6142;4396;0.0
6142;4433;0.0
6142;4445;0.0
6142;4459;0.0
6142;4467;0.0
6142;4468;0.0
6142;4477;0.0
6142;4522;0.0
6142;4556;0.0
6142;4557;0.0
6142;4586;0.0
6142;4597;0.0
6142;4619;0.0
6142;464;0.0
6142;4672;0.0
6142;4675;0.0
6142;4708;0.0
6142;4733;0.0
6142;480;0.0
6142;4826;0.0
6142;4917;0.0
6142;4975;0.0
6142;5006;0.0
6142;5038;0.0
6142;5072;0.0
6142;5088;0.0
6142;5180;0.0
6142;5192;0.0
6142;5198;0.0
6142;5224;0.0
6142;5253;0.0
6142;532;0.0
6142;5357;0.0
6142;5490;0.0
6142;5521;0.0
6142;5632;0.0
6142;5635;0.0
6142;5670;0.0
6142;5689;0.0
6142;5729;0.0
6142;583;0.0
6142;5878;0.0
6142;5961;0.0
6142;5990;0.0
6142;5995;0.0
6142;6050;0.0
6142;6071;0.0
6142;6087;0.0
6142;6225;0.0
6142;6230;0.0
6142;6299;0.0
6142;6312;0.0
6142;6313;0.0
6142;6386;0.0
6142;6485;0.0
6142;6486;0.0
6142;6513;0.0
6142;6530;0.0
6142;6565;0.0
6142;6575;0.0
6142;6636;-10.0
6142;6641;0.0
6142;6697;0.0
6142;6939;0.0
6142;6955;0.0
6142;6959;0.0
6142;6999;0.0
6142;7137;0.0
6142;7211;100.0
6142;7216;0.0
6142;7225;0.0
6142;7229;0.0
6142;7230;0.0
6142;7335;0.0
6142;743;0.0
6142;7443;0.0
6142;7465;0.0
6142;7470;0.0
6142;7489;0.0
6142;7500;0.0
6142;7519;0.0
6142;7521;0.0
6142;7659;0.0
6142;7679;0.0
6142;7763;0.0
6142;7783;0.0
6142;7828;0.0
6142;7860;0.0
6142;7898;0.0
6142;7955;0.0
6142;7966;0.0
6142;8013;0.0
6142;8044;0.0
6142;8046;0.0
6142;8108;0.0
6142;8114;0.0
6142;8155;0.0
6142;8156;0.0
6142;8196;0.0
6142;8206;0.0
6142;8254;0.0
6142;8272;0.0
6142;830;0.0
6142;8317;0.0
6142;8326;0.0
6142;8398;0.0
6142;843;0.0
6142;8430;0.0
6142;8434;0.0
6142;8474;0.0
6142;8484;100.0
6142;849;0.0
6142;8524;0.0
6142;8537;0.0
6142;8548;0.0
6142;8571;0.0
6142;8577;0.0
6142;8630;0.0
6142;8666;0.0
6142;8739;0.0
6142;8741;0.0
6142;8759;0.0
6142;8789;0.0
6142;8790;0.0
6142;8826;0.0
6142;8851;0.0
6142;8881;0.0
6142;8896;0.0
6142;9027;0.0
6142;9058;0.0
6142;9087;0.0
6142;9099;0.0
6142;9156;0.0
6142;9164;0.0
6142;9212;0.0
6142;9328;0.0
6142;9354;0.0
6142;9459;0.0
6142;9489;0.0
6142;957;0.0
6142;959;0.0
6142;960;0.0
6142;9610;0.0
6142;9694;0.0
6142;9695;0.0
6142;9716;0.0
6142;9865;0.0
6142;997;0.0
6142;9975;0.0
6142;9986;0.0
6144;13267;100.0
6144;13336;100.0
6144;16185;100.0
6144;3739;100.0
6144;7211;100.0
6145;10084;0.0
6145;10180;0.0
6145;10223;100.0
6145;13336;100.0
6145;13584;0.0
6145;13859;0.0
6145;14705;0.0
6145;16185;100.0
6145;16266;0.0
6145;3461;0.0
6145;3739;100.0
6145;4149;0.0
6145;6890;0.0
6145;7211;100.0
6145;7213;0.0
6145;7749;0.0
6146;13336;100.0
6146;16185;100.0
6146;3739;100.0
6146;7211;100.0
6147;13267;100.0
6147;13336;100.0
6147;16185;100.0
6147;3739;100.0
6147;7211;100.0
6150;13336;100.0
6150;16185;100.0
6150;3739;100.0
6150;7211;100.0
6151;12792;1.0
6151;13267;100.0
6151;13336;100.0
6151;13799;1.0
6151;1419;1.0
6151;14213;1.0
6151;16185;100.0
6151;2930;1.0
6151;3602;1.0
6151;3739;100.0
6151;3958;1.0
6151;4450;1.0
6151;5723;1.0
6151;6125;1.0
6151;7211;100.0
6152;10223;100.0
6152;10782;10.0
6152;13336;100.0
6152;16185;100.0
6152;3739;100.0
6152;7211;100.0
6152;8774;1.0
6152;9037;1.0
6153;13336;100.0
6153;16185;100.0
6153;3739;100.0
6153;7211;100.0
6154;13195;0.0
6154;13267;100.0
6154;13336;100.0
6154;14378;0.0
6154;16185;100.0
6154;3739;100.0
6154;6157;0.0
6154;6992;0.0
6154;7211;100.0
6154;9941;0.0
6155;10223;100.0
6155;13336;100.0
6155;16185;100.0
6155;3739;100.0
6155;7211;100.0
6156;10223;100.0
6156;11477;0.0
6156;13336;100.0
6156;16185;100.0
6156;3739;100.0
6156;7211;100.0
6157;10615;0.0
6157;11049;0.0
6157;11347;0.0
6157;12033;0.0
6157;12057;0.0
6157;12228;0.0
6157;12442;0.0
6157;13267;100.0
6157;13290;0.0
6157;13336;100.0
6157;13360;0.0
6157;13894;0.0
6157;14629;0.0
6157;14643;0.0
6157;14971;0.0
6157;14995;100.0
6157;15538;0.0
6157;15561;0.0
6157;15661;0.0
6157;15697;0.0
6157;15914;50.0
6157;16185;100.0
6157;1683;100.0
6157;2190;0.0
6157;2984;0.0
6157;3411;100.0
6157;3739;100.0
6157;398;0.0
6157;4060;0.0
6157;4334;0.0
6157;4458;0.0
6157;4828;0.0
6157;5021;0.0
6157;5183;0.0
6157;5808;0.0
6157;6638;0.0
6157;6682;0.0
6157;6825;0.0
6157;693;0.0
6157;6995;0.0
6157;701;0.0
6157;7211;100.0
6157;7804;0.0
6157;7850;0.0
6157;8007;0.0
6157;8620;0.0
6157;9822;0.0
6160;13267;100.0
6160;13336;100.0
6160;16185;100.0
6160;3739;100.0
6160;7211;100.0
6161;13336;100.0
6161;16185;100.0
6161;3739;100.0
6161;7211;100.0
6162;13267;100.0
6162;13336;100.0
6162;16185;100.0
6162;3739;100.0
6162;7211;100.0
6163;13336;100.0
6163;16185;100.0
6163;3739;100.0
6163;7211;100.0
6164;10111;0.0
6164;10223;100.0
6164;10433;0.0
6164;10539;0.0
6164;12603;0.0
6164;13336;100.0
6164;13818;0.0
6164;14105;0.0
6164;14236;0.0
6164;15119;0.0
6164;15463;75.0
6164;16185;100.0
6164;16369;0.0
6164;1702;0.0
6164;1917;0.0
6164;3088;0.0
6164;3154;0.0
6164;3401;0.0
6164;369;0.0
6164;3739;100.0
6164;4927;0.0
6164;5056;0.0
6164;5370;75.0
6164;5961;75.0
6164;6667;0.0
6164;6900;0.0
6164;6979;0.0
6164;7211;100.0
6164;7350;0.0
6164;8413;0.0
6164;8446;0.0
6164;8485;0.0
6164;9041;0.0
6164;9883;0.0
6165;10223;100.0
6165;13336;100.0
6165;16185;100.0
6165;3739;100.0
6165;7211;100.0
6166;10223;100.0
6166;13336;100.0
6166;16185;100.0
6166;3739;100.0
6166;7211;100.0
6167;13267;100.0
6167;13336;100.0
6167;16185;100.0
6167;3739;100.0
6167;7211;100.0
6168;13336;100.0
6168;16185;100.0
6168;2262;100.0
6168;3739;100.0
6168;7211;100.0
6169;10223;100.0
6169;10471;0.0
6169;13336;100.0
6169;14325;0.0
6169;14903;0.0
6169;14919;1.0
6169;16185;100.0
6169;1848;0.0
6169;2873;0.0
6169;3739;100.0
6169;3951;0.0
6169;4289;0.0
6169;4354;0.0
6169;5383;0.0
6169;6530;0.0
6169;6796;0.0
6169;7211;100.0
6169;729;0.0
6169;8857;0.0
6169;8989;0.0
6170;13267;100.0
6170;13336;100.0
6170;16185;100.0
6170;3739;100.0
6170;7211;100.0
6171;13267;100.0
6171;13336;100.0
6171;16185;100.0
6171;3739;100.0
6171;7211;100.0
6172;13336;100.0
6172;16185;100.0
6172;3739;100.0
6172;7211;100.0
6173;13267;100.0
6173;13336;100.0
6173;16185;100.0
6173;3739;100.0
6173;7211;100.0
6174;13267;100.0
6174;13336;100.0
6174;16185;100.0
6174;3739;100.0
6174;7211;100.0
6175;10036;0.0
6175;10223;100.0
6175;10480;0.0
6175;10549;0.0
6175;10597;0.0
6175;10733;0.0
6175;11;0.0
6175;11175;0.0
6175;11329;0.0
6175;11497;0.0
6175;11573;0.0
6175;12272;0.0
6175;12520;100.0
6175;12778;0.0
6175;12898;0.0
6175;13039;0.0
6175;13181;0.0
6175;13336;100.0
6175;13412;0.0
6175;13500;1.0
6175;13586;100.0
6175;13901;0.0
6175;14086;0.0
6175;14359;100.0
6175;14695;0.0
6175;14726;0.0
6175;15061;0.0
6175;15317;0.0
6175;15328;0.0
6175;15490;0.0
6175;15971;0.0
6175;16059;0.0
6175;16185;100.0
6175;16189;0.0
6175;16206;0.0
6175;1820;0.0
6175;187;0.0
6175;1900;0.0
6175;2153;0.0
6175;2826;100.0
6175;3091;0.0
6175;3315;0.0
6175;3726;0.0
6175;373;0.0
6175;3739;100.0
6175;3778;0.0
6175;390;0.0
6175;4289;0.0
6175;4427;0.0
6175;4653;0.0
6175;5005;0.0
6175;5223;0.0
6175;5497;0.0
6175;5632;0.0
6175;5912;0.0
6175;5987;0.0
6175;6155;0.0
6175;7023;0.0
6175;7211;100.0
6175;7288;0.0
6175;729;0.0
6175;8315;0.0
6175;834;0.0
6175;8689;0.0
6175;9598;0.0
6175;9933;0.0
6176;10223;100.0
6176;13336;100.0
6176;16185;100.0
6176;3739;100.0
6176;7211;100.0
6177;10223;100.0
6177;13336;100.0
6177;16185;100.0
6177;3739;100.0
6177;7211;100.0
6178;10223;100.0
6178;13336;100.0
6178;16185;100.0
6178;3739;100.0
6178;7211;100.0
6179;10223;100.0
6179;13336;100.0
6179;16185;100.0
6179;3739;100.0
6179;7211;100.0
6180;10223;100.0
6180;13336;100.0
6180;16185;100.0
6180;3739;100.0
6180;7211;100.0
6181;13267;100.0
6181;13336;100.0
6181;16185;100.0
6181;3739;100.0
6181;7211;100.0
6182;11719;0.0
6182;12318;0.0
6182;13336;100.0
6182;13411;0.0
6182;13423;0.0
6182;13577;0.0
6182;13780;0.0
6182;13913;0.0
6182;16185;100.0
6182;1968;0.0
6182;2158;0.0
6182;244;0.0
6182;3606;0.0
6182;3739;100.0
6182;4319;0.0
6182;4784;0.0
6182;5197;0.0
6182;5472;0.0
6182;6704;0.0
6182;7211;100.0
6182;7794;0.0
6182;9208;0.0
6182;9678;0.0
6183;13336;100.0
6183;16185;100.0
6183;3739;100.0
6183;7211;100.0
6184;13336;100.0
6184;16185;100.0
6184;3739;100.0
6184;7211;100.0
6185;13267;100.0
6185;13336;100.0
6185;16185;100.0
6185;3739;100.0
6185;6157;0.0
6185;7211;100.0
6186;10223;100.0
6186;13336;100.0
6186;15761;100.0
6186;16185;100.0
6186;3739;100.0
6186;7211;100.0
6187;13336;100.0
6187;16185;100.0
6187;3739;100.0
6187;7211;100.0
6188;13267;100.0
6188;13336;100.0
6188;16185;100.0
6188;3739;100.0
6188;7211;100.0
6189;10987;0.0
6189;11859;0.0
6189;12719;0.0
6189;12809;0.0
6189;12985;0.0
6189;13191;0.0
6189;13195;0.0
6189;13267;100.0
6189;13336;100.0
6189;14378;0.0
6189;14435;0.0
6189;1454;0.0
6189;16185;100.0
6189;1683;0.0
6189;2461;0.0
6189;3188;0.0
6189;3261;0.0
6189;353;0.0
6189;3739;100.0
6189;530;0.0
6189;5803;0.0
6189;5906;0.0
6189;6157;0.0
6189;6992;0.0
6189;7211;100.0
6189;7286;0.0
6189;7790;0.0
6189;8372;0.0
6189;8392;0.0
6189;8584;0.0
6189;9306;0.0
6189;9509;0.0
6189;9535;0.0
6189;9895;0.0
6189;9941;0.0
6190;10040;0.0
6190;10058;0.0
6190;10080;0.0
6190;10107;0.0
6190;1018;0.0
6190;10223;75.0
6190;10236;0.0
6190;10237;0.0
6190;10251;0.0
6190;10405;0.0
6190;10413;0.0
6190;10420;0.0
6190;10431;0.0
6190;10640;0.0
6190;10684;75.0
6190;10701;0.0
6190;10754;0.0
6190;10772;0.0
6190;10780;0.0
6190;1081;0.0
6190;10810;0.0
6190;10847;0.0
6190;10870;0.0
6190;10884;0.0
6190;10986;0.0
6190;10987;0.0
6190;1099;0.0
6190;10991;0.0
6190;11040;0.0
6190;11055;0.0
6190;11059;0.0
6190;11094;0.0
6190;11101;0.0
6190;11106;0.0
6190;11207;0.0
6190;11247;0.0
6190;11287;0.0
6190;11296;0.0
6190;11319;0.0
6190;11331;0.0
6190;11332;0.0
6190;11377;0.0
6190;11403;0.0
