Source;Target;Weight
8814;14348;0.0
8814;14763;0.0
8814;14997;-1.0
8814;15135;0.0
8814;15341;0.0
8814;15434;0.0
8814;1553;75.0
8814;15769;-1.0
8814;15936;0.0
8814;16185;100.0
8814;2028;0.0
8814;2104;75.0
8814;219;0.0
8814;2269;75.0
8814;2353;75.0
8814;242;75.0
8814;2576;75.0
8814;285;0.0
8814;3172;75.0
8814;3197;-1.0
8814;3226;0.0
8814;3589;0.0
8814;3608;75.0
8814;3611;0.0
8814;3739;100.0
8814;4626;0.0
8814;5703;0.0
8814;6596;-1.0
8814;6665;0.0
8814;7046;0.0
8814;7208;0.0
8814;7211;100.0
8814;7632;0.0
8814;8325;0.0
8814;8830;0.0
8814;9386;75.0
8814;9938;0.0
8815;13336;100.0
8815;16185;100.0
8815;3739;100.0
8815;7211;100.0
8816;13336;100.0
8816;16185;100.0
8816;3739;100.0
8816;7211;100.0
8817;10223;100.0
8817;12950;10.0
8817;13336;100.0
8817;16185;100.0
8817;3739;100.0
8817;5899;10.0
8817;7211;100.0
8818;13336;100.0
8818;16185;100.0
8818;3739;100.0
8818;7211;100.0
8819;13267;100.0
8819;13336;100.0
8819;16185;100.0
8819;3739;100.0
8819;5925;0.0
8819;7211;100.0
8819;9020;0.0
8819;9586;0.0
8820;10223;75.0
8820;10684;75.0
8820;10858;75.0
8820;12620;75.0
8820;13254;75.0
8820;13336;100.0
8820;16185;100.0
8820;2809;75.0
8820;3085;75.0
8820;3739;100.0
8820;3777;75.0
8820;4012;75.0
8820;455;75.0
8820;6438;75.0
8820;6745;75.0
8820;7211;100.0
8820;7663;75.0
8820;7981;75.0
8820;8375;75.0
8821;13267;100.0
8821;13336;100.0
8821;16185;100.0
8821;3739;100.0
8821;7211;100.0
8822;13336;100.0
8822;16185;100.0
8822;3739;100.0
8822;7211;100.0
8824;13267;100.0
8824;13336;100.0
8824;16185;100.0
8824;3739;100.0
8824;7211;100.0
8825;10223;100.0
8825;13336;100.0
8825;16185;100.0
8825;3739;100.0
8825;7211;100.0
8826;10223;100.0
8826;13336;100.0
8826;16185;100.0
8826;3739;100.0
8826;7211;100.0
8828;13336;100.0
8828;16185;100.0
8828;3739;100.0
8828;7211;100.0
8829;13267;100.0
8829;13336;100.0
8829;16185;100.0
8829;3739;100.0
8829;7211;100.0
8830;13267;100.0
8830;13336;100.0
8830;16185;100.0
8830;3739;100.0
8830;7211;100.0
8831;13267;100.0
8831;13336;100.0
8831;16185;100.0
8831;3739;100.0
8831;7211;100.0
8832;10601;75.0
8832;12141;75.0
8832;13267;100.0
8832;13336;100.0
8832;16185;100.0
8832;1715;75.0
8832;242;75.0
8832;2439;75.0
8832;2576;75.0
8832;3517;75.0
8832;3739;100.0
8832;7211;100.0
8832;8375;100.0
8832;8923;75.0
8832;9948;75.0
8833;13336;100.0
8833;16185;100.0
8833;3739;100.0
8833;7211;100.0
8834;13267;100.0
8834;13336;100.0
8834;16185;100.0
8834;3739;100.0
8834;7211;100.0
8835;10223;100.0
8835;13336;100.0
8835;16185;100.0
8835;3739;100.0
8835;7211;100.0
8837;13336;100.0
8837;16185;100.0
8837;3739;100.0
8837;7211;100.0
8838;13267;100.0
8838;13336;100.0
8838;16185;100.0
8838;3739;100.0
8838;7211;100.0
8839;10223;100.0
8839;13336;100.0
8839;16185;100.0
8839;3739;100.0
8839;7211;100.0
8840;10223;100.0
8840;13336;100.0
8840;15587;10.0
8840;16185;100.0
8840;2778;10.0
8840;3739;100.0
8840;7211;100.0
8841;13336;100.0
8841;16185;100.0
8841;3739;100.0
8841;7211;100.0
8842;10223;100.0
8842;13336;100.0
8842;16185;100.0
8842;3739;100.0
8842;7211;100.0
8843;10601;75.0
8843;10684;75.0
8843;13267;100.0
8843;13336;100.0
8843;14265;0.0
8843;14720;0.0
8843;14772;0.0
8843;14807;0.0
8843;1538;0.0
8843;16185;100.0
8843;16577;75.0
8843;2070;0.0
8843;2439;75.0
8843;3271;0.0
8843;3653;0.0
8843;3739;100.0
8843;4715;0.0
8843;5102;0.0
8843;5582;0.0
8843;6045;0.0
8843;6059;0.0
8843;6100;0.0
8843;635;0.0
8843;664;0.0
8843;687;0.0
8843;7211;100.0
8843;7366;0.0
8843;7663;75.0
8843;769;0.0
8844;10223;100.0
8844;13336;100.0
8844;16185;100.0
8844;3739;100.0
8844;7211;100.0
8846;10223;100.0
8846;13336;100.0
8846;16185;100.0
8846;3739;100.0
8846;7211;100.0
8847;13336;100.0
8847;16185;100.0
8847;3739;100.0
8847;7211;100.0
8848;13267;100.0
8848;13336;100.0
8848;16185;100.0
8848;3739;100.0
8848;7211;100.0
8849;13267;100.0
8849;13336;100.0
8849;16185;100.0
8849;3739;100.0
8849;7211;100.0
8850;13336;100.0
8850;16185;100.0
8850;3739;100.0
8850;7211;100.0
8851;10223;100.0
8851;13336;100.0
8851;16185;100.0
8851;3739;100.0
8851;7211;100.0
8852;13336;100.0
8852;16185;100.0
8852;3739;100.0
8852;7211;100.0
8853;10021;0.0
8853;10379;0.0
8853;1272;0.0
8853;12962;0.0
8853;12995;0.0
8853;13020;0.0
8853;13267;100.0
8853;13336;100.0
8853;13384;0.0
8853;13569;0.0
8853;1553;0.0
8853;15656;0.0
8853;16185;100.0
8853;16256;0.0
8853;16439;0.0
8853;1683;0.0
8853;2095;0.0
8853;2353;0.0
8853;2461;0.0
8853;2476;0.0
8853;2655;0.0
8853;3517;75.0
8853;3575;0.0
8853;3739;100.0
8853;524;0.0
8853;5577;0.0
8853;6139;0.0
8853;6157;0.0
8853;6537;0.0
8853;6559;0.0
8853;693;0.0
8853;7046;0.0
8853;7211;100.0
8853;7609;0.0
8853;7923;0.0
8853;8898;0.0
8853;8953;0.0
8853;9084;0.0
8853;929;0.0
8854;10223;100.0
8854;10684;75.0
8854;11620;10.0
8854;12637;-10.0
8854;13336;100.0
8854;14825;-10.0
8854;16185;100.0
8854;264;10.0
8854;3739;100.0
8854;6965;-10.0
8854;7211;100.0
8854;9704;75.0
8856;13267;100.0
8856;13336;100.0
8856;16185;100.0
8856;3739;100.0
8856;7211;100.0
8858;10223;100.0
8858;13336;100.0
8858;16185;100.0
8858;3739;100.0
8858;7211;100.0
8859;10223;100.0
8859;13336;100.0
8859;16185;100.0
8859;3739;100.0
8859;7211;100.0
8861;10223;100.0
8861;13336;100.0
8861;16185;100.0
8861;3739;100.0
8861;7211;100.0
8862;10701;0.0
8862;10898;0.0
8862;11170;0.0
8862;11407;0.0
8862;1153;0.0
8862;1211;0.0
8862;12451;0.0
8862;1248;0.0
8862;12604;0.0
8862;12747;0.0
8862;12772;0.0
8862;13026;0.0
8862;13159;0.0
8862;13267;100.0
8862;13336;100.0
8862;13975;0.0
8862;13983;0.0
8862;15524;0.0
8862;15759;0.0
8862;16053;0.0
8862;16057;0.0
8862;16185;100.0
8862;1877;0.0
8862;2657;0.0
8862;2698;0.0
8862;2890;0.0
8862;3158;0.0
8862;3414;0.0
8862;3739;100.0
8862;4006;0.0
8862;4113;0.0
8862;4295;0.0
8862;434;0.0
8862;4686;0.0
8862;6031;0.0
8862;64;0.0
8862;6414;0.0
8862;7152;0.0
8862;721;0.0
8862;7211;100.0
8862;7304;0.0
8862;747;0.0
8862;7921;0.0
8862;9132;0.0
8862;9197;0.0
8862;9247;0.0
8862;9662;0.0
8862;9685;0.0
8862;9879;0.0
8863;10223;100.0
8863;1295;1.0
8863;13336;100.0
8863;13649;1.0
8863;16185;100.0
8863;3739;100.0
8863;7211;100.0
8864;13267;100.0
8864;13336;100.0
8864;16185;100.0
8864;3739;100.0
8864;7211;100.0
8865;13336;100.0
8865;16185;100.0
8865;3739;100.0
8865;4784;0.0
8865;7211;100.0
8866;13336;100.0
8866;16185;100.0
8866;3739;100.0
8866;7211;100.0
8867;10223;100.0
8867;13336;100.0
8867;13340;0.0
8867;15120;75.0
8867;16185;100.0
8867;3175;0.0
8867;3292;0.0
8867;3739;100.0
8867;7211;100.0
8867;8452;0.0
8868;10223;100.0
8868;13336;100.0
8868;16185;100.0
8868;3739;100.0
8868;7211;100.0
8870;13336;100.0
8870;16185;100.0
8870;3739;100.0
8870;7211;100.0
8871;13267;100.0
8871;13336;100.0
8871;16185;100.0
8871;3739;100.0
8871;7211;100.0
8873;10223;100.0
8873;13336;100.0
8873;16185;100.0
8873;3739;100.0
8873;7211;100.0
8874;13336;100.0
8874;16185;100.0
8874;3739;100.0
8874;7211;100.0
8875;10223;100.0
8875;13336;100.0
8875;16185;100.0
8875;3739;100.0
8875;7211;100.0
8876;10223;100.0
8876;13336;100.0
8876;16185;100.0
8876;3739;100.0
8876;7211;100.0
8877;13267;100.0
8877;13336;100.0
8877;16185;100.0
8877;3739;100.0
8877;7211;100.0
8878;10223;100.0
8878;13336;100.0
8878;16185;100.0
8878;3739;100.0
8878;7211;100.0
8879;13267;100.0
8879;13336;100.0
8879;16185;100.0
8879;3739;100.0
8879;7211;100.0
8880;10223;100.0
8880;13336;100.0
8880;16185;100.0
8880;3739;100.0
8880;7211;100.0
8882;10223;100.0
8882;10433;0.0
8882;10684;75.0
8882;10724;75.0
8882;10830;0.0
8882;10850;75.0
8882;10869;75.0
8882;11291;75.0
8882;11323;75.0
8882;11436;75.0
8882;11736;75.0
8882;12092;75.0
8882;12129;75.0
8882;12321;75.0
8882;12525;75.0
8882;12674;75.0
8882;12778;75.0
8882;12972;75.0
8882;13151;75.0
8882;13311;75.0
8882;13336;100.0
8882;13743;75.0
8882;137;75.0
8882;13818;75.0
8882;13834;75.0
8882;13923;75.0
8882;14123;75.0
8882;14389;75.0
8882;14584;75.0
8882;14587;75.0
8882;14890;75.0
8882;14988;75.0
8882;1529;0.0
8882;1532;75.0
8882;15463;75.0
8882;15522;75.0
8882;16185;100.0
8882;16190;75.0
8882;16302;75.0
8882;16356;75.0
8882;16376;75.0
8882;1637;75.0
8882;16562;75.0
8882;1769;75.0
8882;1852;75.0
8882;1896;75.0
8882;1951;75.0
8882;207;75.0
8882;2104;75.0
8882;2180;75.0
8882;225;75.0
8882;2382;75.0
8882;242;75.0
8882;2439;75.0
8882;2760;75.0
8882;2826;75.0
8882;3088;0.0
8882;3107;75.0
8882;3401;75.0
8882;3461;0.0
8882;3739;100.0
8882;3931;75.0
8882;4149;0.0
8882;4258;75.0
8882;429;75.0
8882;455;75.0
8882;4705;75.0
8882;4927;75.0
8882;4989;75.0
8882;5337;75.0
8882;5370;75.0
8882;5788;75.0
8882;5961;75.0
8882;6145;0.0
8882;6164;75.0
8882;6496;75.0
8882;6743;75.0
8882;6936;75.0
8882;707;75.0
8882;7211;100.0
8882;7344;0.0
8882;7627;75.0
8882;809;75.0
8882;8241;75.0
8882;8993;75.0
8882;9253;75.0
8883;13267;100.0
8883;13336;100.0
8883;16185;100.0
8883;3739;100.0
8883;7211;100.0
8884;10223;100.0
8884;13336;100.0
8884;16185;100.0
8884;3739;100.0
8884;7211;100.0
8886;10093;11.0
8886;10197;1.0
8886;10223;100.0
8886;10252;0.0
8886;10378;0.0
8886;10548;0.0
8886;10992;0.0
8886;11195;10.0
8886;11467;1.0
8886;11480;0.0
8886;11848;0.0
8886;12333;0.0
8886;13078;50.0
8886;1330;80.0
8886;13336;100.0
8886;14938;0.0
8886;15319;30.0
8886;15417;0.0
8886;15592;0.0
8886;16101;0.0
8886;16185;100.0
8886;16450;0.0
8886;1836;0.0
8886;204;0.0
8886;2382;0.0
8886;264;50.0
8886;3739;100.0
8886;4044;0.0
8886;410;0.0
8886;5111;0.0
8886;5288;0.0
8886;5346;0.0
8886;5643;10.0
8886;5829;11.0
8886;5839;0.0
8886;6749;0.0
8886;6993;0.0
8886;7106;10.0
8886;7137;0.0
8886;7211;100.0
8886;7942;0.0
8886;8633;-10.0
8886;9289;0.0
8886;9483;0.0
8886;9490;0.0
8887;13336;100.0
8887;16185;100.0
8887;3739;100.0
8887;7211;100.0
8888;10223;100.0
8888;13336;100.0
8888;16185;100.0
8888;3739;100.0
8888;7211;100.0
8889;13267;100.0
8889;13336;100.0
8889;16185;100.0
8889;3739;100.0
8889;7211;100.0
8890;13336;100.0
8890;16185;100.0
8890;3739;100.0
8890;7211;100.0
8891;13267;100.0
8891;13336;100.0
8891;16185;100.0
8891;3739;100.0
8891;7211;100.0
8892;13267;100.0
8892;13336;100.0
8892;16185;100.0
8892;3739;100.0
8892;4499;75.0
8892;4784;100.0
8892;7211;100.0
8895;10223;100.0
8895;11467;1.0
8895;11620;1.0
8895;13336;100.0
8895;16185;100.0
8895;3739;100.0
8895;7211;100.0
8895;7293;1.0
8896;10223;100.0
8896;10684;30.0
8896;13336;100.0
8896;15584;10.0
8896;16185;100.0
8896;16533;10.0
8896;2939;10.0
8896;3739;100.0
8896;5015;10.0
8896;5029;10.0
8896;5488;10.0
8896;5489;10.0
8896;5517;10.0
8896;5930;10.0
8896;7211;100.0
8896;7941;20.0
8896;8222;10.0
8896;8464;10.0
8896;943;10.0
8897;13267;100.0
8897;13336;100.0
8897;16185;100.0
8897;3739;100.0
8897;7211;100.0
8898;10066;0.0
8898;10666;0.0
8898;10684;50.0
8898;11364;75.0
8898;11493;0.0
8898;12037;0.0
8898;13267;50.0
8898;13336;50.0
8898;13507;0.0
8898;13834;50.0
8898;15825;0.0
8898;15880;0.0
8898;16185;50.0
8898;2095;0.0
8898;2438;0.0
8898;2439;50.0
8898;2461;0.0
8898;2576;75.0
8898;3307;0.0
8898;3517;80.0
8898;3739;50.0
8898;4088;0.0
8898;4344;0.0
8898;4589;0.0
8898;4784;0.0
8898;6385;0.0
8898;683;100.0
8898;693;0.0
8898;7051;0.0
8898;7211;50.0
8898;7550;0.0
8898;7675;0.0
8898;9084;0.0
8898;9090;0.0
8898;914;0.0
8899;13336;100.0
8899;16185;100.0
8899;3739;100.0
8899;7211;100.0
8900;13336;100.0
8900;16185;100.0
8900;3739;100.0
8900;7211;100.0
8901;13267;100.0
8901;13336;100.0
8901;16185;100.0
8901;3739;100.0
8901;7211;100.0
8902;10223;100.0
8902;13336;100.0
8902;16185;100.0
8902;3739;100.0
8902;7211;100.0
8903;10223;100.0
8903;13336;100.0
8903;16185;100.0
8903;3739;100.0
8903;7211;100.0
8904;13267;100.0
8904;13336;100.0
8904;16185;100.0
8904;353;100.0
8904;3739;100.0
8904;7211;100.0
8905;13267;100.0
8905;13336;100.0
8905;16185;100.0
8905;3739;100.0
8905;7211;100.0
8906;10223;100.0
8906;13336;100.0
8906;16185;100.0
8906;3739;100.0
8906;7211;100.0
8907;13267;100.0
8907;13336;100.0
8907;16185;100.0
8907;3739;100.0
8907;7211;100.0
8909;10223;100.0
8909;13336;100.0
8909;16185;100.0
8909;3739;100.0
8909;7211;100.0
8910;10223;100.0
8910;10247;1.0
8910;10518;1.0
8910;11086;0.0
8910;11530;10.0
8910;13149;0.0
8910;13165;1.0
8910;13336;100.0
8910;14778;1.0
8910;16185;100.0
8910;3191;1.0
8910;3240;1.0
8910;3245;1.0
8910;3444;1.0
8910;3739;100.0
8910;438;1.0
8910;4604;1.0
8910;4779;1.0
8910;5800;1.0
8910;5968;1.0
8910;6050;1.0
8910;6634;0.0
8910;7077;1.0
8910;7211;100.0
8910;8072;1.0
8910;9322;1.0
8910;957;0.0
8911;10223;100.0
8911;13336;100.0
8911;16185;100.0
8911;3739;100.0
8911;7211;100.0
8912;13267;100.0
8912;13336;100.0
8912;16185;100.0
8912;3739;100.0
8912;7211;100.0
8912;9683;0.0
8913;13267;100.0
8913;13336;100.0
8913;16185;100.0
8913;3739;100.0
8913;7211;100.0
8915;13267;100.0
8915;13336;100.0
8915;16185;100.0
8915;3739;100.0
8915;7211;100.0
8916;10223;100.0
8916;13336;100.0
8916;16185;100.0
8916;3739;100.0
8916;7211;100.0
8917;13267;100.0
8917;13336;100.0
8917;16185;100.0
8917;3739;100.0
8917;7211;100.0
8918;10223;1.0
8918;10401;75.0
8918;10684;-100.0
8918;10898;100.0
8918;1118;100.0
8918;11662;0.0
8918;12306;100.0
8918;13175;0.0
8918;13267;100.0
8918;13336;100.0
8918;14134;0.0
8918;14997;100.0
8918;15408;100.0
8918;15769;100.0
8918;16185;100.0
8918;16523;1.0
8918;2104;0.0
8918;2385;100.0
8918;242;-100.0
8918;2576;100.0
8918;3739;100.0
8918;4624;100.0
8918;4985;100.0
8918;5367;100.0
8918;5427;100.0
8918;55;0.0
8918;6238;75.0
8918;6568;0.0
8918;6596;100.0
8918;7201;75.0
8918;7211;100.0
8918;740;75.0
8918;7571;-100.0
8918;7744;1.0
8918;7992;100.0
8918;8055;100.0
8918;8187;0.0
8918;8237;100.0
8918;8560;100.0
8918;8716;0.0
8918;9036;100.0
8919;13336;100.0
8919;16185;100.0
8919;3739;100.0
8919;7211;100.0
8920;13267;100.0
8920;13336;100.0
8920;16185;100.0
8920;3739;100.0
8920;7211;100.0
8921;10004;0.0
8921;10058;0.0
8921;10080;0.0
8921;10089;0.0
8921;1035;0.0
8921;10379;0.0
8921;10413;0.0
8921;10683;0.0
8921;10867;0.0
8921;10874;0.0
8921;1090;0.0
8921;11012;0.0
8921;11081;0.0
8921;11207;0.0
8921;11211;0.0
8921;11348;0.0
8921;11423;0.0
8921;11441;0.0
8921;11818;0.0
8921;11925;0.0
8921;12047;0.0
8921;12057;0.0
8921;12428;0.0
8921;12463;0.0
8921;12962;0.0
8921;13267;100.0
8921;13336;100.0
8921;13360;0.0
8921;13765;0.0
8921;14062;0.0
8921;14271;0.0
8921;14559;0.0
8921;1462;0.0
8921;14643;0.0
8921;14706;0.0
8921;14983;0.0
8921;15024;0.0
8921;15227;0.0
8921;15538;0.0
8921;15653;0.0
8921;15857;0.0
8921;15896;0.0
8921;16185;100.0
8921;16192;0.0
8921;16630;0.0
8921;16653;0.0
8921;1683;0.0
8921;1907;0.0
8921;1946;0.0
8921;2095;0.0
8921;2303;0.0
8921;2322;0.0
8921;2461;0.0
8921;2813;0.0
8921;2828;0.0
8921;2940;0.0
8921;3038;0.0
8921;3041;0.0
8921;3200;0.0
8921;3399;0.0
8921;3469;0.0
8921;3548;0.0
8921;3694;0.0
8921;3739;100.0
8921;3795;0.0
8921;3856;0.0
8921;3867;0.0
8921;398;0.0
8921;400;0.0
8921;405;0.0
8921;4334;0.0
8921;4589;0.0
8921;46;0.0
8921;4746;0.0
8921;4784;0.0
8921;4828;0.0
8921;5021;0.0
8921;5034;0.0
8921;545;0.0
8921;5491;0.0
8921;578;0.0
8921;5808;0.0
8921;5916;0.0
8921;6157;0.0
8921;6167;0.0
8921;6243;0.0
8921;630;0.0
8921;6452;0.0
8921;6518;0.0
8921;6568;0.0
8921;6638;0.0
8921;7025;0.0
8921;7051;0.0
8921;7172;0.0
8921;7211;100.0
8921;7274;0.0
8921;761;0.0
8921;7663;0.0
8921;7706;0.0
8921;7731;0.0
8921;8029;0.0
8921;813;0.0
8921;8660;0.0
8921;8957;0.0
8921;9291;0.0
8921;9360;0.0
8921;9486;0.0
8921;9663;0.0
8921;9671;0.0
8921;9693;0.0
8921;9840;0.0
8921;9908;0.0
8921;9976;0.0
8922;13267;100.0
8922;13336;100.0
8922;16185;100.0
8922;3739;100.0
8922;7211;100.0
8924;13267;100.0
8924;13336;100.0
8924;16185;100.0
8924;3739;100.0
8924;7211;100.0
8925;13267;100.0
8925;13336;100.0
8925;16185;100.0
8925;3739;100.0
8925;7211;100.0
8926;16678;100.0
8926;16695;100.0
8926;16716;100.0
8926;16724;75.0
8926;16729;100.0
8926;16751;100.0
8926;16752;75.0
8927;13267;100.0
8927;13336;100.0
8927;16185;100.0
8927;3739;100.0
8927;7211;100.0
8928;10223;100.0
8928;13336;100.0
8928;16185;100.0
8928;3739;100.0
8928;7211;100.0
8929;13267;100.0
8929;13336;100.0
8929;16185;100.0
8929;3739;100.0
8929;7211;100.0
8930;13267;100.0
8930;13336;100.0
8930;16185;100.0
8930;3739;100.0
8930;7211;100.0
8931;11049;0.0
8931;12032;0.0
8931;12339;0.0
8931;13175;0.0
8931;13267;100.0
8931;13336;100.0
8931;14660;0.0
8931;15341;0.0
8931;16047;0.0
8931;16185;100.0
8931;1683;0.0
8931;3611;0.0
8931;3739;100.0
8931;4780;0.0
8931;7211;100.0
8931;7737;0.0
8931;9397;0.0
8932;13336;100.0
8932;16185;100.0
8932;3739;100.0
8932;7211;100.0
8933;131;100.0
8933;13267;100.0
8933;13336;100.0
8933;16185;100.0
8933;3739;100.0
8933;7211;100.0
8934;13267;100.0
8934;13336;100.0
8934;16185;100.0
8934;3739;100.0
8934;7211;100.0
8935;10080;0.0
8935;10401;0.0
8935;10652;0.0
8935;10748;0.0
8935;11049;0.0
8935;11185;0.0
8935;11306;0.0
8935;11643;0.0
8935;12057;0.0
8935;12542;0.0
8935;12586;0.0
8935;1286;0.0
8935;12962;0.0
8935;13267;100.0
8935;13336;100.0
8935;13360;0.0
8935;13894;0.0
8935;13978;0.0
8935;14034;0.0
8935;14143;0.0
8935;14629;0.0
8935;14632;0.0
8935;14796;0.0
8935;1518;0.0
8935;15434;0.0
8935;15538;0.0
8935;15869;0.0
8935;15896;0.0
8935;15901;0.0
8935;15949;0.0
8935;16185;100.0
8935;16511;0.0
8935;16653;0.0
8935;1683;0.0
8935;2062;0.0
8935;2095;0.0
8935;2353;0.0
8935;239;0.0
8935;2758;0.0
8935;2792;0.0
8935;3524;0.0
8935;3525;0.0
8935;3653;0.0
8935;3739;100.0
8935;3856;0.0
8935;398;0.0
8935;4762;0.0
8935;4828;0.0
8935;5021;0.0
8935;503;0.0
8935;5556;0.0
8935;5590;0.0
8935;5887;0.0
8935;5902;0.0
8935;6157;0.0
8935;6355;0.0
8935;7046;0.0
8935;7158;0.0
8935;7211;100.0
8935;738;0.0
8935;7737;0.0
8935;8343;0.0
8935;8638;0.0
8935;8901;0.0
8935;9397;0.0
8935;9605;0.0
8936;13267;100.0
8936;13336;100.0
8936;15359;50.0
8936;16185;100.0
8936;3739;100.0
8936;7211;100.0
8937;10223;100.0
8937;13336;100.0
8937;16185;100.0
8937;3739;100.0
8937;7211;100.0
8938;13336;100.0
8938;16185;100.0
8938;3739;100.0
8938;7211;100.0
8939;10223;100.0
8939;10309;11.0
8939;10577;1.0
8939;11316;10.0
8939;11325;1.0
8939;12572;1.0
8939;13287;1.0
8939;13336;100.0
8939;13586;75.0
8939;15299;1.0
8939;15411;1.0
8939;16185;100.0
8939;3537;10.0
8939;3739;100.0
8939;4578;1.0
8939;7211;100.0
8939;8315;1.0
8939;8425;1.0
8939;8643;0.0
8939;9391;10.0
8939;9513;0.0
8940;10223;100.0
8940;13336;100.0
8940;16185;100.0
8940;3739;100.0
8940;7211;100.0
8941;10223;100.0
8941;13336;100.0
8941;16185;100.0
8941;16475;0.0
8941;3739;100.0
8941;7211;100.0
8942;13267;100.0
8942;13336;100.0
8942;16185;100.0
8942;3739;100.0
8942;7211;100.0
8943;13336;100.0
8943;16185;100.0
8943;3739;100.0
8943;7211;100.0
8944;13336;100.0
8944;16185;100.0
8944;3739;100.0
8944;7211;100.0
8945;13336;100.0
8945;16185;100.0
8945;3739;100.0
8945;7211;100.0
8946;13336;100.0
8946;16185;100.0
8946;3739;100.0
8946;7211;100.0
8947;10223;100.0
8947;10333;0.0
8947;11320;0.0
8947;11494;10.0
8947;11641;0.0
8947;12290;0.0
8947;1275;0.0
8947;12768;0.0
8947;13336;100.0
8947;13648;0.0
8947;13851;10.0
8947;14197;10.0
8947;14495;0.0
8947;14638;0.0
8947;15289;0.0
8947;15317;0.0
8947;16185;100.0
8947;2581;0.0
8947;3739;100.0
8947;4360;10.0
8947;4414;0.0
8947;4972;1.0
8947;634;0.0
8947;6426;0.0
8947;7211;100.0
8947;729;20.0
8947;7959;0.0
8947;8516;0.0
8947;9128;10.0
8947;9139;0.0
8948;10223;100.0
8948;11323;75.0
8948;13336;100.0
8948;13743;75.0
8948;16185;100.0
8948;3739;100.0
8948;7211;100.0
8948;8473;75.0
8949;10223;100.0
8949;13336;100.0
8949;16185;100.0
8949;3739;100.0
8949;7211;100.0
8950;10223;100.0
8950;13336;100.0
8950;15273;1.0
8950;16185;100.0
8950;2156;1.0
8950;3739;100.0
8950;7211;100.0
8950;943;1.0
8951;10223;100.0
8951;13336;100.0
8951;16185;100.0
8951;3739;100.0
8951;7211;100.0
8952;10223;100.0
8952;13336;100.0
8952;16185;100.0
8952;3739;100.0
8952;438;-100.0
8952;7211;100.0
8952;9337;-100.0
8953;10345;0.0
8953;1074;0.0
8953;10748;0.0
8953;10868;0.0
8953;11383;0.0
8953;11520;0.0
8953;11643;0.0
8953;11711;0.0
8953;12011;0.0
8953;12075;0.0
8953;12330;0.0
8953;12562;0.0
8953;1288;0.0
8953;13053;0.0
8953;13267;100.0
8953;13336;100.0
8953;13894;0.0
8953;14021;0.0
8953;14629;0.0
8953;14660;0.0
8953;14784;0.0
8953;14947;0.0
8953;14997;0.0
8953;15036;0.0
8953;15168;0.0
8953;15294;0.0
8953;16185;100.0
8953;1683;0.0
8953;1775;0.0
8953;2082;0.0
8953;214;0.0
8953;2706;0.0
8953;3132;0.0
8953;3167;0.0
8953;3527;0.0
8953;3590;0.0
8953;3739;100.0
8953;3948;0.0
8953;398;0.0
8953;5046;0.0
8953;5992;0.0
8953;6157;0.0
8953;6174;0.0
8953;6825;0.0
8953;6862;0.0
8953;7158;0.0
8953;7211;100.0
8953;754;0.0
8953;7833;0.0
8953;8055;0.0
8953;8620;0.0
8953;9531;0.0
8953;9583;0.0
8954;10223;100.0
8954;13336;100.0
8954;16185;100.0
8954;3739;100.0
8954;7211;100.0
8955;13336;100.0
8955;16185;100.0
8955;3739;100.0
8955;7211;100.0
8956;13336;100.0
8956;16185;100.0
8956;3739;100.0
8956;7211;100.0
8958;13336;100.0
8958;16185;100.0
8958;3739;100.0
8958;7211;100.0
8959;13267;100.0
8959;13336;100.0
8959;16185;100.0
8959;3739;100.0
8959;7211;100.0
8960;10223;100.0
8960;13267;100.0
8960;13336;100.0
8960;16185;100.0
8960;3739;100.0
8960;7211;100.0
8962;10223;100.0
8962;13336;100.0
8962;16185;100.0
8962;3739;100.0
8962;7211;100.0
8963;13267;100.0
8963;13336;100.0
8963;16185;100.0
8963;3739;100.0
8963;7211;100.0
8964;13336;100.0
8964;16185;100.0
8964;3739;100.0
8964;7211;100.0
8965;10223;100.0
8965;13336;100.0
8965;16185;100.0
8965;3739;100.0
8965;7211;100.0
8966;13336;100.0
8966;16185;100.0
8966;3739;100.0
8966;7211;100.0
8967;10223;100.0
8967;11174;0.0
8967;13336;100.0
8967;13640;0.0
8967;16061;10.0
8967;16185;100.0
8967;3739;100.0
8967;4739;1.0
8967;7211;100.0
8967;8896;0.0
8968;10223;100.0
8968;13336;100.0
8968;16185;100.0
8968;3739;100.0
8968;7211;100.0
8970;13267;100.0
8970;13336;100.0
8970;16185;100.0
8970;3739;100.0
8970;7211;100.0
8971;13336;100.0
8971;16185;100.0
8971;3739;100.0
8971;7211;100.0
8972;13336;100.0
8972;16185;100.0
8972;3739;100.0
8972;7211;100.0
8973;10223;100.0
8973;13336;100.0
8973;16185;100.0
8973;3739;100.0
8973;7211;100.0
8975;10223;100.0
8975;13336;100.0
8975;16185;100.0
8975;3739;100.0
8975;7211;100.0
8976;13336;100.0
8976;16185;100.0
8976;3739;100.0
8976;7211;100.0
8977;10223;100.0
8977;13336;100.0
8977;16185;100.0
8977;3739;100.0
8977;7211;100.0
8978;13267;100.0
8978;13336;100.0
8978;16185;100.0
8978;3739;100.0
8978;7211;100.0
8979;10601;-100.0
8979;10684;-100.0
8979;10970;-100.0
8979;10998;-100.0
8979;1130;-100.0
8979;11491;0.0
8979;11866;-100.0
8979;13082;0.0
8979;13175;-100.0
8979;13267;-100.0
8979;13336;-100.0
8979;1403;1.0
